X,Y,Flux
715.053082824838,8.072468986183091,80.87854139298753
926.8072551040758,1.3891287016432712,2.6154934637037726
383.0047197847753,8.501143637565406,0.9765211387841085
3.878786634974707,19.10526832271603,58.251664505130464
557.1806629660413,9.384962731553559,1.7292099375379473
733.5967985543723,17.469691589299593,89.29796564582563
915.8853511390055,9.854127779323349,2.81791874829336
611.166310644644,13.372039270976817,2.8209905406685816
932.3568414136986,12.932363824360525,3.0659594221612223
1020.6515952225091,19.515531389467505,26.214419594426584
34.49105343239855,22.37319730831325,66.98744526855437
503.802035601033,16.403510947336603,1.482751887993872
407.1516885199093,19.209405013804048,35.842460726630584
812.8071406054192,21.3752184582208,1.5536313143935334
449.74409240438877,23.42856855689611,2.3345163739553705
691.4042134491665,29.503697219798884,51.15325115335176
521.8758253702588,23.857798189822898,20.540599088097142
397.9990195240456,32.08155859331856,46.868347559499085
608.4058699220524,26.631700448858865,3.3653888805804573
654.882338076306,26.84437215068784,35.38247252674398
1005.4520691434179,30.103098966691164,16.044686587659907
229.78607748064042,31.37437084856184,2.642706461766589
646.0150250891709,39.901156594621625,44.89401580081729
207.4931959182514,36.21793642014706,2.2401632220811414
152.93916165066918,43.109951379549315,57.85396190189258
474.05031076308995,43.0319291818973,47.81243935535967
1006.3942021574,38.393487247472954,5.552301138673153
927.0401359784003,46.949302556048465,44.41529727041911
573.215912753198,43.41811734273479,34.1382693152226
747.3657318357356,43.696324765445375,3.5274575889422817
70.25074015490488,44.1232710918248,2.1039352692188604
288.1692436590035,44.159102749539116,2.504284777234806
398.3458533731797,46.10185827673339,82.82180942219048
497.39963262995576,52.93717347976269,56.42557370778083
359.6658808273942,46.90444141075946,1.906536309861936
373.851602050771,50.18986205959465,2.182577278903698
410.9114613798791,55.9089040429768,60.68250840790356
585.4813598284037,56.900603496518144,62.565586521962246
734.9832353456088,51.17139398086251,25.40693857953308
445.1241550511177,54.14306295777408,24.058542719100636
120.9170856237018,58.763551503381194,2.6833006496451586
204.4819931755356,64.53044964837432,66.84296874076301
240.00886359119758,66.06287603260435,45.06375856185455
790.3144817895168,60.675547276221195,1.4672616854663645
873.9766888063475,67.88486180944867,60.88913704588421
1005.7413810110645,70.65512636227828,165.1189269815497
981.2418948566741,62.747791774436045,12.892832645238618
298.9223997954572,70.36428823361506,66.68563411262022
474.89671835299646,64.26759417165574,19.07988035755518
445.9135181234851,75.79168678616796,79.1693355477434
898.9947280175104,67.00753230044563,5.941055706236931
653.3744005656579,69.90870165628304,4.978369712201882
101.18737148766199,71.1766451311592,1.8664408288323344
915.6989229979497,75.68711427683238,1.4845578482323392
187.4911781179391,75.99149143250197,29.98201493007031
347.2702311575462,80.03847509001092,2.5164496334112987
459.5299407698848,80.92972142552115,62.55607596801055
251.0257353232562,81.02171608533556,24.37708050233976
670.5358337239319,88.54626337679161,53.49578788891954
878.602851467131,83.71141661177386,77.50893088980324
390.6040161884307,86.20619963001577,2.556552187847319
170.4532856562371,93.55528545516334,51.883465850652684
627.4288061348112,87.6377452011878,1.8042388526776354
377.1780640283011,88.02181237536499,2.2815368254108734
