X,Y,Flux
926.8377122205075,1.169621757522127,31.870623276904112
522.5945545804055,2.2214954749481617,31.14854600092504
288.85533671663154,4.809273864924668,57.73486236002197
715.1011345655409,8.108351415568826,160.10618516395644
383.00471886072904,8.501143957165274,31.55832144391268
556.9978602152362,9.281017063666152,31.177505091002722
311.7395092021389,13.23982309604164,459.037789630484
915.8853511796996,9.854127530476184,37.13222945443659
296.92090292074386,12.548328383600893,136.34563598207865
611.1253457369271,13.376018980468654,86.03329910726166
932.274347937958,12.977202505450597,67.2628440781112
733.8688458696746,17.439233561454166,304.23194763127856
1.293737119407362,19.109658315129064,666.7455280086093
503.8011232797646,16.403640856248728,30.45027287066367
1022.8343181782956,19.47793457257622,175.91737895229875
407.1508767230217,19.215721240510245,56.80026039391446
10.478114326800291,21.503200722527133,74.97345085734142
34.61780718494073,22.32578871980025,204.04609324789956
812.7825767341074,21.42310085123319,40.64634420708691
290.4974140647443,22.28063677549284,52.36295500040584
449.7550917017825,23.406512953475957,76.40420369139125
521.8759297144026,23.85777538977471,35.57426007662899
608.405873226518,26.631704756995507,43.758535685216145
654.9912320143557,26.97440445381546,51.969455796206944
691.2405545129069,29.64259466863159,115.21332660939741
1005.3932195472852,30.02886903370643,62.41860481258711
229.91155525819178,31.363278535121264,72.15326866630734
398.13339941793396,32.204629940707584,99.25361669045508
207.43544598879745,36.14964055491996,52.58488112005513
542.6429640805644,37.956902035995206,91.33952525034417
0.594651369736369,37.684957460431924,31.159244167521287
646.2231791197279,39.590326499011674,91.78948810069325
1006.4688131210029,38.46817826624827,43.240109468420435
532.1083668791146,41.50220839218027,124.22375201850495
152.8287964929714,43.203239723098356,148.24470196550308
474.3730257641988,43.282789756291216,97.38438457529786
573.1952167282919,43.56366967745208,72.24632209183973
747.216305807385,43.717791301199775,62.96263370804053
70.31789572246755,44.22275257075315,47.85411258431345
288.1677072297851,44.15889778991243,39.95779338200806
926.9627211245871,46.70000759450286,90.63801385588101
398.34660779753807,46.09941517598982,37.18012994761652
359.6682785537913,46.903498958894644,37.96545510968765
373.84152735996173,50.32575679947029,59.120808003825765
497.17880942579256,52.8081519110103,139.1939162356342
734.953513466912,51.290168971329145,51.49928518866002
962.1921485873929,49.81661639287264,31.426987259767156
410.7108384441585,55.723927238708946,188.18789947579484
445.1242865498253,54.14167865656883,38.4610579484622
585.3969908763818,56.67695608622101,196.77603744329087
120.97984028457152,58.77208605219135,69.06631566415723
722.5255901912199,60.44549758123008,85.47189370227683
790.3033898847029,60.69057965415938,53.60773534556037
204.42229595996952,64.4756322744262,213.46960330419674
981.2416876650443,62.74788461559306,37.48286973403082
474.9184587833264,64.25580487739066,60.620381519703386
298.5802309293337,69.71278702676801,202.11015123685596
239.84581460218493,66.30433495034933,94.80838027866075
874.0779345789497,67.58506214301275,158.54390570446984
442.6800250075692,66.87559653302583,40.19671102213826
510.1800490591607,66.82487305967176,30.71955091493599
899.1055300149911,67.1130768035761,33.2941126901161
1005.8697202040213,70.67150511372299,3181.692610823403
653.3743970462285,69.90870125616411,38.295798019856285
731.3523760870554,72.81837115291674,496.0579607797086
101.18736025447735,71.17664733250577,39.198255435987974
445.93265873878244,75.76912612609814,363.547967348702
263.39569260979687,73.79872004252255,30.86689155521815
915.6968743631134,75.68498889183681,37.84282386136639
187.39215434981875,75.92530267918237,40.95485979772574
347.16400035845834,79.99442584838359,69.9374004047102
459.4036374481203,80.81754569858425,64.47196624014559
251.02464162627916,81.0187567661022,38.92635513979317
878.590325681341,83.81517333312323,81.50031604373919
390.604023727758,86.20619396311302,31.59712167145361
627.4232252529515,87.64270043485269,44.47258052996488
670.7682491756291,88.6956377781735,132.21057282006274
377.1789706113913,88.02527222049865,40.69102634806875
594.9983668427512,87.99695742996514,32.0802670682462
346.54361294780347,90.73840314494755,48.27800889370449
822.2496057925209,92.29775452858136,69.73120921562213
841.427429555217,94.5448842811683,2307.454100998887
170.38645507245533,93.8152432047506,137.42469925380342
558.9287121228701,94.32008154476347,41.60769221363419
116.54928736510564,96.51693568733252,121.10556275304998
787.7718877235815,94.41042792385844,32.33585232700877
56.03859472508113,98.01005684678209,163.7477050641424
98.10594346428397,99.36232313568962,70.18050351142323
724.0878419437859,99.2968461147475,56.98765004467121
877.9476041737144,101.47223050998987,169.8539114727945
659.9197434725146,100.9366045245986,72.33621203841976
275.8250850967993,104.57610201990835,405.83881434530355
867.7924680471934,103.05544135040043,60.862633423712786
836.713577444316,105.2498999633844,62.13135769357402
966.8978941906478,105.71556373656833,60.060185935431214
911.9865405194768,105.31308857814133,33.756359854227725
764.572500235779,106.75003722922895,50.14302892039315
205.41346287809492,107.37744446574219,38.996976376517495
390.42117300430044,107.16219705437427,42.33212746650827
526.6310003987336,108.13298982037172,67.02834851951222
773.120525715894,112.73206437072682,71.2472700416279
697.8219763785964,112.87721459469398,65.17379480829469
436.6015953249053,113.59696555465155,50.654353570706945
581.2238448388636,114.34259928387965,91.38558707189458
130.8634582364644,113.86126918413217,36.907733210994536
397.1507715857805,116.06307997868785,551.7161636713935
826.9342078208357,116.26792128428214,142.75296030879724
1005.9156801468546,116.6567680133293,136.90529514914277
440.19314572356546,118.20267694387051,32.9229075143815
278.87747386780427,119.8665980684409,35.32729735692031
489.68935110307314,120.41833226113441,35.01555375373291
543.2880790581273,121.58409282429064,78.86911450418859
553.994862468595,121.36850158154903,55.992790359216244
100.73870327865241,122.42409765918228,160.72837291380253
158.30241663486981,120.97744899501193,32.013786979044504
792.7821088397344,122.43000969112106,157.14038304712759
815.8722671292622,120.8319799688568,33.47592779645798
206.50996344991347,124.78425845654806,74.08088127871159
138.3543806033563,124.4805056976351,37.671049045085184
179.76185081621406,124.43968010639546,39.89181589134607
524.5505913220572,124.47723983918624,37.46686509180681
169.69698103710823,125.01335599379979,35.867673424321616
256.08607196701143,126.54194003875433,113.56944823449696
275.81416266863414,127.87740107119991,541.5019299733002
610.9214492839326,128.44657600775213,214.8367493830339
