X,Y,R Flux,B Flux,V Flux
701.7028178479138,979.9651471040544,20.771135559961586,432.25670324218913,4.862027654739813
77.53420451349584,458.962063614496,900.1054152282463,4.326479798752485,10.84857251856337
138.42535529473233,34.4238441912129,881.412796803051,5.046861262199936,11.511614331348124
698.1958947421793,24.15805343062404,879.9457639271825,3.7672427341936574,12.461520226672254
67.56540585645493,854.5718403122977,884.0940458834657,3.351557791792497,13.028487727665595
296.9742435966095,59.8944117673595,874.4862695299447,4.15840293699046,13.345866715981106
931.1300092433086,331.4196691748397,858.0486268705342,3.7536651869379143,14.99958386523527
1020.5349108647564,791.0036790737298,488.1801172003467,196.84143142094013,379.9702560804175
187.95133219208927,967.5378343578616,891.4587434401872,400.0420036151677,668.907277655762
298.95624154537745,182.0532922745052,888.4637765153226,3.812584086726381,699.1904523068356
557.038367889263,566.9598492153116,894.4590819033784,3.921314257647137,700.9877171701366
393.99748784052457,356.98959288650644,901.0030268414796,2.9660273585334225,701.5612793437933
534.9997087816794,315.9965401837395,900.5292991589826,3.949517977600172,701.9462833069479
4.947110943446972,407.2152623210544,920.7391403434658,337.83827470070906,710.5190708145726
436.45499971412187,312.9604917682405,898.4594964045323,3.641403834830746,719.9126764531558
618.5774408064237,677.997098069316,892.6171395573283,3.748409374845078,719.9448281156263
887.9245645807562,247.61915283597315,916.5319935318754,4.366196727656483,724.6799808133568
5.211173971141386,790.9611714117533,948.9807353094112,368.0496131421389,724.8775856834167
1017.9850635521628,410.25673976029424,961.852539641208,404.0441835045008,728.239603341354
90.5053397991676,234.42209432419656,901.093712414795,4.44043623978471,738.6666994494774
213.5364008133791,362.4708158571882,895.1178281765016,4.296244451074726,739.8480380339179
977.4953734881398,516.5717100269361,894.769803173844,4.072625223294032,739.9934153019026
44.49423026260591,500.4324440232337,905.1127877230888,4.892926857447788,740.1525002508973
729.5331975117866,314.4611543688725,892.5558033283345,3.3418497007980035,740.31608782625
33.50084771099388,51.99941479082702,891.2029097387131,6.277547785573767,740.3652156531344
488.4997926869843,382.57371321281465,907.3791383910234,4.163784010406839,740.79121582802
798.5369898074346,600.5390506922747,890.3933499239253,4.324617956124992,740.8616581891919
304.4656118489792,335.4665592852106,892.2575954884184,5.267948155145943,741.8811755231982
103.50587565069873,993.569907045433,899.4647797123305,3.645643019638085,742.297220506812
1015.4881814593856,747.0012775551824,885.0763085357638,4.289624912915924,743.0623321255217
447.9965352492783,396.4347134274109,901.4852026351268,5.857050949689562,744.6210403652764
889.0323736792649,713.9069431426581,894.2645329556576,3.59043160687622,745.8370225836024
369.03849445776575,226.9633301879888,912.4908202975244,4.086443848203136,746.168471772303
408.4431970701559,129.43641457507272,926.7076747463286,3.8240398085933047,746.1847239048853
992.4801187042456,219.53132572212976,899.5415532781607,4.582302414737266,746.2705384599395
437.3734347540008,220.93006127583735,910.570386847209,5.13149128152621,746.3919067327165
162.9530319754663,679.9995047446052,905.2086246878364,4.943418280186176,746.7883520308566
604.6121934056092,139.1261219803762,927.1028222527796,12.896376703761572,747.1463035599127
511.49614032245046,440.4903070530205,904.171448315692,4.814765755694608,747.2316605540791
289.43673746970865,196.56519230910288,914.231440978966,4.627406371712907,748.0892634340673
446.5921783405338,128.4574509126839,924.917887061509,3.853809167453128,748.2768471606167
451.54150795620274,300.5315268813804,895.3689969461734,6.495595314289451,748.4321261395377
920.9732614694848,81.97181611403866,908.6363520706728,5.258214336757434,748.9296768724192
827.5613627795269,439.5599303898473,900.3265640328578,5.5371308984865255,749.0447223631944
850.3483642102119,441.5247527688237,906.7613734171948,5.563567102887458,749.1061848769501
641.0016248616839,669.9979132207151,914.788798671874,4.588288077247724,749.641965146188
876.4920147502262,340.44402051735034,921.0751893218765,3.617811369428477,749.8433901534717
990.5955364893446,542.4684891842254,918.1387515414918,4.984690465608377,749.9625627659095
123.46690051694436,1005.035787539586,904.489209149226,5.554074544867449,750.1266758251069
538.6532702488048,482.981910900114,918.5920240455362,3.289225038119341,750.2124090447945
201.5308111665504,451.0353597879615,924.679090393532,4.232868194966748,750.227327824472
916.0252135307652,479.4644336063376,896.1275981454778,7.3712480195140175,750.3823335649471
668.8507881786705,329.98096794950465,910.3701113214672,4.088209535930347,750.5002865861479
581.5573832102076,824.5546225575079,903.4678841824052,6.004073504468928,750.8164045395578
377.9142432102172,139.02534353599623,918.7468692273314,5.142694204753163,751.0153431347856
864.5073324479685,463.4941308233526,908.9682768075012,5.63609218289079,752.0154317256656
474.4626202652221,834.3862714302394,918.3566023181302,9.130681784169711,752.0265122283697
46.99879769252459,419.10204648041616,937.1493885941604,4.58540234707102,752.0666638088487
850.1228179865024,374.5066895207497,923.5120298160108,5.292554584352181,752.1149150600652
240.92173287457268,501.6607964401618,928.1039238556352,4.303439222026374,752.4076283218908
954.907659966462,496.5283735629058,915.0865176682744,5.801246113248358,753.0430167797017
145.85860415546125,307.0878855952017,961.502400576219,4.823542272804773,754.5370286729701
