X,Y,R Flux,B Flux,V Flux
290.50135112966154,1021.26554015291,1.4565811214414883,0.0758175994587689,0.598147557606481
87.49934132921352,1017.9713331385096,2.3714916462238564,0.1997340608498554,0.6458965882294592
1022.808816484092,19.537167093452474,65.57405739114543,0.2763257235600921,0.91718033824293
704.8424292061158,1019.9279712955288,3.0575046281575915,0.1192655830631948,1.0147930536638452
4.025084341866542,768.3342198222364,2.3930871513007763,0.2778514370560108,1.078960074888479
731.362965750688,299.0690827558543,2.42316706291609,0.2127032730286413,1.1048358299136392
216.88711975457727,416.0192852604548,4.0508561666409495,48.3726948440319,1.1242613866307758
14.798248361739246,656.73923413806,3.302535614212848,0.2105070979508282,1.1938373852105462
550.0939422735374,175.98721435804725,3.388622799954307,0.269906382869938,1.2258383069081715
895.9119220742832,987.0597881279288,4.205858864783624,0.503158102429266,1.2525286438409071
1.130811195202045,340.1823177193262,3.352731866966963,0.2637279232435043,1.2686056841863376
605.0111930874381,239.03375114612595,5.166898864330868,0.3966882954948959,1.278730500802023
931.822836332743,519.8869265313598,3.822505464691379,0.2142493675306023,1.3026796334442048
35.21489573621789,308.9259745893744,3.1356343986228685,0.3186488482313063,1.3666478929362589
425.98334730088607,325.9983209082026,3.3832129494081293,0.2507815434832792,1.3753407758865075
860.3182882832986,276.9127232308597,3.3379750109965585,0.3661005409208084,1.3866767035567926
83.68142613314201,979.9078970907648,3.2863351805803074,0.2857724982852498,1.4178538720312577
321.1558818936448,274.8582604958622,3.5152958151802465,6.83540050010121,1.4296037605819136
372.4568696150496,306.6003301294741,4.7541632514055845,0.1954892567055521,1.460701450345253
747.6105726641046,43.89816339503157,4.554999422164486,0.3367103240874968,1.4645237556895203
176.68023532125997,809.3377539737382,4.257695889776542,0.2376474742734765,1.4717129991742224
924.095579481628,912.013866453167,116.4941553109543,0.6200868422309574,1.4866337524240882
383.29751845070246,990.4938660308828,34.30242634596668,0.2634105167591025,1.490895166958759
905.17942273255,412.9025328912359,3.5230873797758733,0.2449503785553418,1.5010260680036756
447.3254083110985,346.00813621739564,4.316086358125185,0.3051248156169443,1.5014862949517207
868.9599326581423,830.9487297943017,3.3452510388527847,5.8428292806924285,1.5048979726289464
1015.954413775902,554.8475189421497,116.23114489267677,0.2000897074216267,1.5066897482010764
764.3099083251424,654.651564495014,3.570296203935253,6.574885362961041,1.5072433870545114
319.3536894819558,250.76303378773056,27.010377401424257,0.2444866164872312,1.523633880690175
401.2882169202756,849.7246634815638,3.596002784715868,0.265503990823752,1.542001857177096
926.7672031828364,397.82197987658645,28.5432976931295,0.5225536139612159,1.551057674741975
1018.3152324754292,192.81844735999007,127.42004028680692,0.395559356971508,1.5606818865281438
347.30930699787655,80.10206050496117,5.237848722867446,0.2285844951056806,1.5619707982568911
258.4658909866536,575.2394374433557,3.6014655545498844,0.9143372103393638,1.5635532574170083
655.4488581968699,1016.1235522386932,3.099340569898948,0.2449319954575961,1.5694016053814048
879.0693607353747,656.8626539236664,3.8052471470677176,0.2797166706610694,1.5705240230150437
86.86472979988292,719.0973686954637,2.721890638757159,0.6551570329487714,1.5922442873317904
609.7913536282354,374.8173236532446,3.937976958950984,8.665796163467425,1.6011768176970929
474.853195454976,64.3793566248343,3.2115804993730466,0.3110985514020095,1.6192631976176195
940.505393908644,921.9873050970252,109.82299108068338,0.4680505272691329,1.625738827066302
420.0896379253656,220.35188729218336,3.4534147445233048,0.3388573406499358,1.6353567209354782
819.0274557120237,662.9910395097816,14.635413586983264,6.093112493259232,1.6442641331027672
888.1219763014395,965.6128398949396,3.828243770495911,0.4326920041655758,1.6444249704724556
97.80668589837964,99.82396064918706,5.990537772932618,0.4229564298250718,1.6512249699767902
932.3390907949484,13.132760219888484,3.724620492254584,0.3350543866620427,1.6600892399996874
868.4409584861054,176.95429113121372,24.20340224478019,0.5514111668212304,1.6678513691042165
577.9869421037224,199.97549926853944,4.252030647436015,0.2582385627213573,1.6798520399397334
987.8990431686038,520.3754405867031,3.6331676180207606,0.3036271957609787,1.703595046468176
613.8886932120316,260.8043167055018,4.615434406213328,0.314620810892,1.7356370054235926
256.87803088940024,836.0356299264571,4.028702239019892,0.2793890733582641,1.7387147219928532
180.6739435237143,963.1741170205864,3.319913276542969,4.621946003480335,1.7505486981162954
436.4979234461658,113.53518427644828,4.352580754140753,0.3416679206066276,1.7606929259970416
779.5047417233889,882.604398113855,3.428167964302062,7.118660173799953,1.764130352560527
802.9809428122616,658.6240519311858,118.39706724824627,1.629696320731245,1.7752054815409115
417.2901771958216,366.2952343312137,6.061968392528319,0.3273779852652436,1.790727773364979
953.3245770600686,652.986033358739,110.27517654216464,4.411639814846147,1.7934807429124422
257.60369881845475,484.2230180610456,4.297089848852015,0.3845508816454801,1.7952242919755956
398.16494826013553,32.217992886989855,113.44205942676167,0.3832941786307117,1.8086944904384608
526.3975417084486,108.08683184451272,4.128250826516321,0.3438661485714165,1.819517406597516
50.479193160973374,203.5633440804349,4.663298437333129,0.3334664734710306,1.829701869827992
166.37205332450358,979.0680371385768,5.475526067745947,0.275092254807811,1.8407890842487449
838.6865403354399,210.52233470825655,114.70691220153674,0.4138593724223677,1.8420892056796772
773.1719055836049,112.631609253901,5.378627906297501,2.904133789366629,1.8528609005262089
966.0600931046469,128.64843563733726,4.882310507193889,0.3451591638701843,1.859437480843139
111.69139488969094,754.2607561728374,4.535440983646801,0.4923479864290053,1.8786855969061045
144.18019009460946,248.81898624542768,4.870080242726871,0.3559671281671284,1.88414997721236
645.8891880556646,39.674072561929535,114.62321567988792,0.4442277377859154,1.8936878424158772
324.23235797843785,231.51575710611976,106.53341319792725,0.3510367614511347,1.906433774680162
878.1083796864039,165.27728332492387,114.13768526737282,0.5525741322844417,1.909152281666017
384.3988459309596,831.4395302590831,125.7578547942359,0.2589312482633,1.915236287254704
858.4303977778773,240.4547900122617,48.13428221010972,0.5680843927610157,1.9162598933021888
286.976450544552,278.457883024256,6.00559397948659,0.5286763769026022,1.9245594668017136
159.0117945774603,206.38867104196552,9.71920464154716,0.3474377054240809,1.9343922995620773
927.2964876398296,46.77055025132663,114.19479705190136,0.6402669294849359,1.98680412672228
665.6166336177356,843.4024785042241,4.506353808061114,0.4938468842084334,1.9876838376463215
1005.2752735149916,30.09382275034441,5.428235220092866,0.2586255060123075,1.9889735097714856
726.1020938318493,332.12860582025326,54.68064999949586,0.4673702925882133,1.9914033029507288
581.1566594175508,114.38363381286098,5.200988116603187,0.375061399885624,1.9929888790790216
1006.8144137099164,620.8858413673868,117.5423417796949,0.5706686747759537,2.002853954570193
350.4768067515551,324.9469207633816,5.1477221197736105,0.5366736746833203,2.004574793963229
840.3035141940021,374.87956992128966,126.30781214223748,0.3346591679863939,2.013116915359497
813.6609609212726,416.44853481105525,9.020907919087108,5.711749768212831,2.0156671188139903
899.8073600594104,281.64148476944587,5.550950885730272,0.3459985290280877,2.0453126978049703
709.4271441020098,825.557335803713,4.759757270741646,0.4824371315949911,2.076635139803625
531.2229068732547,373.3794553093565,5.122658890452722,0.5962509727761199,2.0775283484127574
925.0190881068204,382.9595577454679,116.19525641404634,0.6122830169441825,2.100536789075844
103.0657566195672,389.1857904180878,5.523185068509552,0.4323632278825151,2.1278253216444827
484.71983810057617,1003.599354581505,6.13537211243632,0.3553983880482513,2.142311862294896
307.2403758491788,671.4435547268038,108.6658859566882,0.8047101030829377,2.1440716124557158
912.1790858564526,981.4698950109604,117.15584140366374,0.5054761036092281,2.148104351678878
71.5731187273574,165.60828322594278,5.231873402623037,0.4584574461143148,2.1563822173594365
348.27362749634204,914.340730017761,5.29931903858109,0.484572946161699,2.157320145414566
933.057627097529,739.8123245918692,121.70958960937236,0.7269245447834942,2.176296985548725
266.4266554984775,882.3450272332342,155.01550371210232,0.316607592929252,2.180825938828312
815.7659517162962,538.6283555328945,7.967823388276331,0.4562878317421812,2.1868439466649505
177.46325449747255,147.11456423044638,106.63954382837817,0.4990155429772555,2.192539664512002
91.38519258781976,815.2876552913206,135.50909887766016,2.770011143430624,2.209164369457506
134.74331269457883,837.1578087546487,125.43862642416862,0.6200285014849629,2.2417331420662645
25.6892769013333,831.4930263577432,159.57550347055638,5.115965433162298,2.2779275215341706
697.4032480134316,113.10261638695216,4.495278561292791,36.15186779740386,2.282782200418546
671.4303013379046,898.3325747426101,111.36568456671236,0.4725194123848846,2.3049230664629787
232.72681285087052,192.84554679737215,144.20869298372253,0.2452074690893765,2.306684307664427
270.1568690876133,362.6589601507952,6.017581226089599,4.2241627678360105,2.307948147821563
1018.9600706125998,208.6641553560256,115.08663525624505,0.557296411904585,2.3219899505811825
979.3129636713038,441.936605257897,121.05136458209614,0.6016005755494328,2.339783900082228
148.31108775367525,848.3108021601993,117.65771777508836,0.5256726811443989,2.369055022849308
